Topic,Question,Answer,Distractor1,Distractor2,Distractor3
Earth Science,What is the process by which water vapor changes into liquid water?,Condensation,Evaporation,Sublimation,Precipitation
Geology,What is a fault?,A crack in the Earth's crust where earthquakes occur,A type of rock that is formed from lava,A mountain range that has been eroded down,A geological feature that is formed by glaciation
Biology,What is the name for the process by which organisms grow and develop?,Development,Photosynthesis,Cellular Respiration,Fermentation
Biology,What is the function of the nucleus in a cell?,Store genetic information,Energy production,Protein synthesis,Waste elimination
Biology,What is the name for the process by which cells convert glucose into ATP?,Cellular respiration,Photosynthesis,Fermentation,Oxidative phosphorylation
Biology,Which process involves the production of ATP?,Cellular Respiration,Photosynthesis,Fermentation,Transpiration
Biology,What part of the plant cell helps it keep its shape?,Nucleus,Mitochondria, Cell Wall,Chloroplast
Biology,What is the process by which cells divide and produce new cells with identical genetic information called?,Mitosis,Meiosis,Protein Synthesis,DNA Replication
Chemistry,What is the process of a gas changing into a liquid called?,Condensation,Evaporation,Sublimation,Solidification
Earth Science,What is the name of the narrow| deep part of the ocean floor that forms where two tectonic plates meet?,Trench,Ridge,Shelf,Island
Chemistry,What is the name of the bond that is formed when two non-metal atoms share electrons?,Covalent Bond,Ionic Bond,Hydrogen Bond,Metallic Bond
Chemistry,What is the chemical symbol for water?,H2O,CO2,O2,NaCl
Physics,What is the formula for resistance in a circuit?,R = V / I,R = I / V,R = P / I^2,R = P / V^2
Physics,What is the name for a material that does not allow electricity to flow through it easily?,Insulator,Conductor,Inductor,Resistor
Biology,What is the name of the process by which an egg cell is released from the ovary?,Ovulation,Menstruation,Fertilization,Implantation
Biology,What is the name of the process by which sperm unite with an egg to form a zygote?,Fertilization,Ovulation,Mitosis,Meiosis
Geology,What type of rock is formed from the alteration of existing rock through heat and pressure?,Metamorphic,Igneous,Sedimentary,None of the above
Physics,What is the equation for work?,W=Fd,Distance divided by time,Mass times gravity,Force divided by time
Biology,What is the name of the cells that produce insulin in the pancreas?,Beta cells,Alpha cells,Gamma cells,Delta cells
Physics,What is the formula for frequency of a simple harmonic motion?,f = 1/T,f = v/w,f = ma,f = p/t
Geology,What type of rock is formed when existing rocks are subjected to heat and pressure?,Metamorphic,Sedimentary,Igneous,Rhyolite
Biology,What system is responsible for regulating the body's metabolism?,Endocrine,Nervous,Circulatory,Digestive
Biology,What is the process by which plants make food using sunlight?,Photosynthesis,Respiration,Digestion,Excretion
Chemistry,Which element has the symbol Mn?,Manganese,Molybdenum,Magnesium,Mercury
Astronomy,What is the name of the fifth planet from the sun?,Jupiter,Mars,Venus,Saturn
Earth Science,What is the term for the boundary between the Earth's crust and mantle?,Moho,Kara Sea,Isthmus of Panama,Amazon River
Chemistry,What is the name of the process by which water turns from a liquid into a gas?,Evaporation,Condensation,Vaporization,Sublimation
Physics,What is the formula for gravitational force?,F=Gm1m2/d^2,F=ma,F=mv^2,F=W/t
Biology,What is the process by which the body fights off infection?,Immune response,Digestion,Respiration,Fermentation
Biology,What is the process by which animals convert glucose into energy?,Respiration,Photosynthesis,Fermentation,Digestion
Biology,What is the basic unit of life?,Cell,Atom,Molecule,Organism
Biology,What is the term for the process of breaking down complex molecules into simpler ones?,Catabolism,Anabolism,Metabolism,Fermentation
Physics,What is Newton's third law of motion?,"For every action, there is an equal and opposite reaction",F = ma,Force equals mass times acceleration,The force of gravity between two objects depends on their masses and the distance between them
Chemistry,What is the term for the measure of the acidity or basicity of a solution?,pH,Enthalpy,Entropy,Gibbs Free Energy
Botany,What is the process by which plants release water vapor from their leaves called?,Transpiration,Photosynthesis,Respiration,Evaporation
Physics,Which law of motion states that an object at rest will remain at rest unless acted upon by an external force?,Newton's First Law,Newton's Second Law,Newton's Third Law,Law of Conservation of Energy
Chemistry,What is the chemical symbol for oxygen?,O,H,C,N
Chemistry,What is the chemical symbol for Carbon?,C,O,H,N
Chemistry,What is the chemical symbol for nitrogen?,N,O,H,H
Geology,What type of rock is formed from the accumulation and cementation of shells and other organic material?,Sedimentary,Igneous,Metamorphic,Plutonic
Physics,What is the unit for measuring electrical current?,Ampere,Volt,Ohm,Farad
Astronomy,What is an asteroid?,A small rocky object orbiting the sun,A planet with a tail of gas and dust,A star that emits radio waves,A galaxy consisting of billions of stars
Astronomy,What is the name of the third planet from the sun?,Earth,Venus,Mars,Jupiter
Biology,What is the basic unit of life called?,Cell,Atom,Molecule,Organism
Physics,What is the name for the force that keeps objects moving in a circular path?,Centripetal force,Centrifugal force,Drag,Friction
Biology,What is the process by which cells divide into four non-identical cells?,Meiosis,Mitosis,Fermentation,Photosynthesis
Chemistry,Which of the following is a strong acid?,Hydrochloric acid,Vinegar,Lemon juice,Baking soda
Mathematics,What is the formula to find the circumference of a circle?,2πr,πr^2,4πr,2r
Biology,What is the name of the process by which plants release oxygen into the atmosphere?,Photosynthesis,Respiration,Fermentation,Glycolysis
Physics,What is the force that causes an object to float in a fluid?,Buoyancy,Gravity,Inertia,Momentum
Biology,What is the name of the process by which food is broken down and converted into energy?,Respiration,Digestion,Photosynthesis,Fermentation
Geology,What type of volcano is known for having very explosive eruptions?,composite,cinder cone,shield,none of the above
Chemistry,What is the atomic number for fluorine?,9,3,11,15
Physics,What is the unit of pressure?,Pascal,Watt,Newton,Meter
Geology,What is the term for the layer of rock beneath Earth's crust?,Mantle,Core,Crust,Plate
Physics,What is Newton's first law of motion?,"An object at rest stays at rest, and an object in motion stays in motion with the same speed and in the same direction, unless acted upon by an unbalanced force",Force equals mass times acceleration,"For every action, there is an equal and opposite reaction",None of the above
Astronomy,What is the name of the group of stars that form a recognizable pattern?,Constellation,Galaxy,Cluster,Nebula
Chemistry,What is the atomic symbol for calcium?,Ca,C,Co,Cd
Earth Science,What is the process by which a gas changes directly into a solid without going through the liquid state?,Deposition,Condensation,Freezing,Solidification
Physics,What is the unit of measurement for distance?,Meter,Kilogram,Second,Kelvin
Biology,What is the name of the tiny organelles responsible for making proteins?,Ribosomes,Lysosomes,Mitochondria,Chloroplasts
Biology,What is the name of the molecule that stores and releases energy in cells?,ATP,DNA,RNA,ADP
Physics,What is the name of the law that states that for every action| there is an equal and opposite reaction?,Newton's Third Law of Motion,Newton's First Law of Motion,Newton's Second Law of Motion,Law of Gravitation
Biology,What is the name of the structure that connects bones to muscles?,Tendon,Ligament,Cartilage,Bone Marrow
Mathematics,What is the name of the operation used to find the inverse of a function?,Inverse function,Logarithm,Exponential,Derivative
Earth Science,What is the process by which a glacier moves downhill?,Flow,Plucking,Abrasion,Calving
Chemistry,What is the name of the particle that carries a positive charge?,Proton,Electron,Neutron,Photon
Biology,Which system in the body is responsible for fighting off infections?,Immune system,Nervous system,Circulatory system,Endocrine system
Chemistry,What is the chemical symbol for carbon dioxide?,CO2,CO,O2,H₂O
Biology,What is the name of the process by which RNA is used to create a protein?,Translation,Transcription,Replication,Mutation
Biology,What gas do plants give off during photosynthesis?,Oxygen,Carbon Dioxide,Nitrogen,Argon
Chemistry,What is the chemical formula for hydrogen peroxide?,H2O2,CO2,CH4,N2
Chemistry,What is the formula weight of H2SO4?,98.1,76.1,72.1,82.1
Chemistry,What is the name for a solid mixture of two or more metals?,Alloy,Compound,Isotope,Molecule
Biology,What is the name of the circulating fluid in the human body?,Blood,Lymph,Saliva,Gastric Juice
Astronomy,Which planet is known for its rings?,Saturn,Jupiter,Uranus,Neptune
Chemistry,What is the formula for ethanoic acid?,CH3COOH,C6H12O6,HCl,NaCl
Biology,What is the name of the gland that produces insulin?,Pancreas,Adrenal,Thyroid,Parathyroid
Chemistry,What is the term for a solution with a pH less than 7?,Acidic,Basic,Neutral,Aqueous
Chemistry,What is the process by which a gas changes directly to a solid?,Deposition,Sublimation,Condensation,Evaporation
Physics,What is the name of the force that acts upon objects in a liquid or gas and opposes their motion?,Drag,Friction,Buoyancy,Thrust
Biology,What is the pigment that gives skin its color and protects against UV radiation?,Melanin,Hemoglobin,Carotene,Keratin
Physics,What is the formula for electric power?,P = IV,P=V/I,P=IR,P=W/t
Astronomy,What is the name of the first man-made object to reach interstellar space?,Voyager 1,Voyager 2,New Horizons,Pioneer 10
